song_name,language,genre,vae_cluster,pca_cluster,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7
Bangla_Rabindra_90,Bangla,Rabindra,2,1,-1.3201699,1.1105738,-0.51494586,-0.062676616,-0.018112782,-1.0941904,0.04844351,-0.21872666
Bangla_Modern_91,Bangla,Modern,3,1,-0.07227692,0.31405511,0.99350107,-0.68464816,0.093150854,-1.0650352,-0.30867243,0.83075356
Bangla_Rabindra_92,Bangla,Rabindra,3,1,0.9377564,-0.86840737,0.6280285,-0.059007086,-0.10273439,-0.34918073,0.110404685,0.30838484
Bangla_Modern_93,Bangla,Modern,0,1,1.8113418,0.68800557,-1.3264972,0.9951679,-0.9994451,0.90781724,-0.006134644,-3.5893888
Bangla_Rabindra_94,Bangla,Rabindra,2,1,-2.0429254,-0.39645457,-3.1664548,0.11635267,1.9816793,-1.8671653,2.641916,-1.1633838
Bangla_Modern_95,Bangla,Modern,0,3,3.9945867,-5.298475,-1.0856901,0.20460829,-0.8689424,-4.288505,1.6906949,-1.8196346
Bangla_Rabindra_96,Bangla,Rabindra,3,1,-0.64831674,0.29928663,1.0516871,0.73432606,0.7144448,-0.58461493,0.19749735,-0.036117554
Bangla_Modern_97,Bangla,Modern,1,2,0.63602895,-2.668498,0.044026718,4.3406286,2.1858888,0.47916275,-0.68589556,-1.4337946
Bangla_Rabindra_98,Bangla,Rabindra,2,1,-1.7313857,1.2635648,-1.3669102,-1.0357707,-1.7191681,-1.6783395,-0.26736578,0.10654533
Bangla_Modern_99,Bangla,Modern,3,1,-1.3278217,0.10806118,-0.5337583,0.5906294,0.13223511,1.562185,1.1752366,-1.5926677
